waveform	[0]		[1]	
t0	01.01.2002  01:02:41,316269		01.01.2002  01:02:41,316271	
delta t	4,000000E-6		4,000000E-6	

time[0]	Y[0]	time[1]	Y[1]
01.01.2002  01:02:41,316269	-9,763710E-3	01.01.2002  01:02:41,316271	-1,261555E-1
01.01.2002  01:02:41,316273	-8,972954E-4	01.01.2002  01:02:41,316275	-1,256396E-1
01.01.2002  01:02:41,316277	5,551007E-3	01.01.2002  01:02:41,316279	-1,250915E-1
01.01.2002  01:02:41,316281	1,361139E-2	01.01.2002  01:02:41,316283	-1,245434E-1
01.01.2002  01:02:41,316285	1,847985E-2	01.01.2002  01:02:41,316287	-1,239308E-1
01.01.2002  01:02:41,316289	2,763645E-2	01.01.2002  01:02:41,316291	-1,233504E-1
01.01.2002  01:02:41,316293	3,540666E-2	01.01.2002  01:02:41,316295	-1,227379E-1
01.01.2002  01:02:41,316297	4,259652E-2	01.01.2002  01:02:41,316299	-1,220285E-1
01.01.2002  01:02:41,316301	4,956069E-2	01.01.2002  01:02:41,316303	-1,213192E-1
01.01.2002  01:02:41,316305	5,617021E-2	01.01.2002  01:02:41,316307	-1,205777E-1
01.01.2002  01:02:41,316309	6,061954E-2	01.01.2002  01:02:41,316311	-1,199329E-1
01.01.2002  01:02:41,316313	6,935700E-2	01.01.2002  01:02:41,316315	-1,190946E-1
01.01.2002  01:02:41,316317	7,735291E-2	01.01.2002  01:02:41,316319	-1,183208E-1
01.01.2002  01:02:41,316321	8,405915E-2	01.01.2002  01:02:41,316323	-1,174825E-1
01.01.2002  01:02:41,316325	9,115230E-2	01.01.2002  01:02:41,316327	-1,166765E-1
01.01.2002  01:02:41,316329	9,714923E-2	01.01.2002  01:02:41,316331	-1,157737E-1
01.01.2002  01:02:41,316333	1,046938E-1	01.01.2002  01:02:41,316335	-1,148065E-1
01.01.2002  01:02:41,316337	1,107874E-1	01.01.2002  01:02:41,316339	-1,139359E-1
01.01.2002  01:02:41,316341	1,193637E-1	01.01.2002  01:02:41,316343	-1,130009E-1
01.01.2002  01:02:41,316345	1,253929E-1	01.01.2002  01:02:41,316347	-1,120982E-1
01.01.2002  01:02:41,316349	1,313898E-1	01.01.2002  01:02:41,316351	-1,110987E-1
01.01.2002  01:02:41,316353	1,396436E-1	01.01.2002  01:02:41,316355	-1,100670E-1
01.01.2002  01:02:41,316357	1,446089E-1	01.01.2002  01:02:41,316359	-1,090030E-1
01.01.2002  01:02:41,316361	1,523146E-1	01.01.2002  01:02:41,316363	-1,079713E-1
01.01.2002  01:02:41,316365	1,583438E-1	01.01.2002  01:02:41,316367	-1,068428E-1
01.01.2002  01:02:41,316369	1,656949E-1	01.01.2002  01:02:41,316371	-1,057466E-1
01.01.2002  01:02:41,316373	1,737231E-1	01.01.2002  01:02:41,316375	-1,046182E-1
01.01.2002  01:02:41,316377	1,791396E-1	01.01.2002  01:02:41,316379	-1,034897E-1
01.01.2002  01:02:41,316381	1,862973E-1	01.01.2002  01:02:41,316383	-1,022968E-1
01.01.2002  01:02:41,316385	1,914882E-1	01.01.2002  01:02:41,316387	-1,011038E-1
01.01.2002  01:02:41,316389	1,981622E-1	01.01.2002  01:02:41,316391	-9,991090E-2
01.01.2002  01:02:41,316393	2,049975E-1	01.01.2002  01:02:41,316395	-9,862124E-2
01.01.2002  01:02:41,316397	2,108010E-1	01.01.2002  01:02:41,316399	-9,739607E-2
01.01.2002  01:02:41,316401	2,195707E-1	01.01.2002  01:02:41,316403	-9,604193E-2
01.01.2002  01:02:41,316405	2,232785E-1	01.01.2002  01:02:41,316407	-9,475227E-2
01.01.2002  01:02:41,316409	2,288886E-1	01.01.2002  01:02:41,316411	-9,352709E-2
01.01.2002  01:02:41,316413	2,364976E-1	01.01.2002  01:02:41,316415	-9,217295E-2
01.01.2002  01:02:41,316417	2,427203E-1	01.01.2002  01:02:41,316419	-9,081881E-2
01.01.2002  01:02:41,316421	2,496845E-1	01.01.2002  01:02:41,316423	-8,946467E-2
01.01.2002  01:02:41,316425	2,563263E-1	01.01.2002  01:02:41,316427	-8,804604E-2
01.01.2002  01:02:41,316429	2,604532E-1	01.01.2002  01:02:41,316431	-8,659517E-2
01.01.2002  01:02:41,316433	2,664824E-1	01.01.2002  01:02:41,316435	-8,517655E-2
01.01.2002  01:02:41,316437	2,711575E-1	01.01.2002  01:02:41,316439	-8,372568E-2
01.01.2002  01:02:41,316441	2,769932E-1	01.01.2002  01:02:41,316443	-8,227482E-2
01.01.2002  01:02:41,316445	2,853116E-1	01.01.2002  01:02:41,316447	-8,075947E-2
01.01.2002  01:02:41,316449	2,881811E-1	01.01.2002  01:02:41,316451	-7,927636E-2
01.01.2002  01:02:41,316453	2,947584E-1	01.01.2002  01:02:41,316455	-7,776101E-2
01.01.2002  01:02:41,316457	2,988209E-1	01.01.2002  01:02:41,316459	-7,621342E-2
01.01.2002  01:02:41,316461	3,066879E-1	01.01.2002  01:02:41,316463	-7,469807E-2
01.01.2002  01:02:41,316465	3,120723E-1	01.01.2002  01:02:41,316467	-7,311824E-2
01.01.2002  01:02:41,316469	3,162315E-1	01.01.2002  01:02:41,316471	-7,153841E-2
01.01.2002  01:02:41,316473	3,206164E-1	01.01.2002  01:02:41,316475	-6,992633E-2
01.01.2002  01:02:41,316477	3,254849E-1	01.01.2002  01:02:41,316479	-6,837874E-2
01.01.2002  01:02:41,316481	3,315786E-1	01.01.2002  01:02:41,316483	-6,676667E-2
01.01.2002  01:02:41,316485	3,352542E-1	01.01.2002  01:02:41,316487	-6,512235E-2
01.01.2002  01:02:41,316489	3,409932E-1	01.01.2002  01:02:41,316491	-6,351028E-2
01.01.2002  01:02:41,316493	3,461197E-1	01.01.2002  01:02:41,316495	-6,176924E-2
01.01.2002  01:02:41,316497	3,504723E-1	01.01.2002  01:02:41,316499	-6,009268E-2
01.01.2002  01:02:41,316501	3,558567E-1	01.01.2002  01:02:41,316503	-5,844836E-2
01.01.2002  01:02:41,316505	3,597258E-1	01.01.2002  01:02:41,316507	-5,683629E-2
01.01.2002  01:02:41,316509	3,629499E-1	01.01.2002  01:02:41,316511	-5,512749E-2
01.01.2002  01:02:41,316513	3,679152E-1	01.01.2002  01:02:41,316515	-5,332197E-2
01.01.2002  01:02:41,316517	3,716553E-1	01.01.2002  01:02:41,316519	-5,161317E-2
01.01.2002  01:02:41,316521	3,780391E-1	01.01.2002  01:02:41,316523	-4,993661E-2
01.01.2002  01:02:41,316525	3,798769E-1	01.01.2002  01:02:41,316527	-4,813109E-2
01.01.2002  01:02:41,316529	3,853258E-1	01.01.2002  01:02:41,316531	-4,639005E-2
01.01.2002  01:02:41,316533	3,883243E-1	01.01.2002  01:02:41,316535	-4,468125E-2
01.01.2002  01:02:41,316537	3,935475E-1	01.01.2002  01:02:41,316539	-4,290797E-2
