waveform	[0]		[1]	
t0	01.01.2002  01:02:20,972105		01.01.2002  01:02:20,972107	
delta t	4,000000E-6		4,000000E-6	

time[0]	Y[0]	time[1]	Y[1]
01.01.2002  01:02:20,972105	-1,874465E-1	01.01.2002  01:02:20,972107	-1,851573E-1
01.01.2002  01:02:20,972109	-1,842223E-1	01.01.2002  01:02:20,972111	-1,851251E-1
01.01.2002  01:02:20,972113	-1,807402E-1	01.01.2002  01:02:20,972115	-1,851251E-1
01.01.2002  01:02:20,972117	-1,735826E-1	01.01.2002  01:02:20,972119	-1,851573E-1
01.01.2002  01:02:20,972121	-1,694880E-1	01.01.2002  01:02:20,972123	-1,849316E-1
01.01.2002  01:02:20,972125	-1,660704E-1	01.01.2002  01:02:20,972127	-1,848994E-1
01.01.2002  01:02:20,972129	-1,610407E-1	01.01.2002  01:02:20,972131	-1,848349E-1
01.01.2002  01:02:20,972133	-1,559466E-1	01.01.2002  01:02:20,972135	-1,846737E-1
01.01.2002  01:02:20,972137	-1,517229E-1	01.01.2002  01:02:20,972139	-1,845770E-1
01.01.2002  01:02:20,972141	-1,465965E-1	01.01.2002  01:02:20,972143	-1,843835E-1
01.01.2002  01:02:20,972145	-1,432757E-1	01.01.2002  01:02:20,972147	-1,842546E-1
01.01.2002  01:02:20,972149	-1,374722E-1	01.01.2002  01:02:20,972151	-1,840611E-1
01.01.2002  01:02:20,972153	-1,345060E-1	01.01.2002  01:02:20,972155	-1,838032E-1
01.01.2002  01:02:20,972157	-1,302501E-1	01.01.2002  01:02:20,972159	-1,836420E-1
01.01.2002  01:02:20,972161	-1,238341E-1	01.01.2002  01:02:20,972163	-1,833518E-1
01.01.2002  01:02:20,972165	-1,207389E-1	01.01.2002  01:02:20,972167	-1,830616E-1
01.01.2002  01:02:20,972169	-1,141294E-1	01.01.2002  01:02:20,972171	-1,828037E-1
01.01.2002  01:02:20,972173	-1,121949E-1	01.01.2002  01:02:20,972175	-1,825135E-1
01.01.2002  01:02:20,972177	-1,046504E-1	01.01.2002  01:02:20,972179	-1,821911E-1
01.01.2002  01:02:20,972181	-1,022645E-1	01.01.2002  01:02:20,972183	-1,818687E-1
01.01.2002  01:02:20,972185	-9,591296E-2	01.01.2002  01:02:20,972187	-1,815140E-1
01.01.2002  01:02:20,972189	-9,220519E-2	01.01.2002  01:02:20,972191	-1,811594E-1
01.01.2002  01:02:20,972193	-8,665966E-2	01.01.2002  01:02:20,972195	-1,807402E-1
01.01.2002  01:02:20,972197	-8,237154E-2	01.01.2002  01:02:20,972199	-1,802889E-1
01.01.2002  01:02:20,972201	-7,850256E-2	01.01.2002  01:02:20,972203	-1,799664E-1
01.01.2002  01:02:20,972205	-7,231220E-2	01.01.2002  01:02:20,972207	-1,794828E-1
01.01.2002  01:02:20,972209	-6,873340E-2	01.01.2002  01:02:20,972211	-1,789992E-1
01.01.2002  01:02:20,972213	-6,367148E-2	01.01.2002  01:02:20,972215	-1,785801E-1
01.01.2002  01:02:20,972217	-5,864181E-2	01.01.2002  01:02:20,972219	-1,780320E-1
01.01.2002  01:02:20,972221	-5,077489E-2	01.01.2002  01:02:20,972223	-1,775161E-1
01.01.2002  01:02:20,972225	-4,887264E-2	01.01.2002  01:02:20,972227	-1,770970E-1
01.01.2002  01:02:20,972229	-4,265004E-2	01.01.2002  01:02:20,972231	-1,764521E-1
01.01.2002  01:02:20,972233	-3,852313E-2	01.01.2002  01:02:20,972235	-1,759685E-1
01.01.2002  01:02:20,972237	-3,420277E-2	01.01.2002  01:02:20,972239	-1,753882E-1
01.01.2002  01:02:20,972241	-3,036603E-2	01.01.2002  01:02:20,972243	-1,747433E-1
01.01.2002  01:02:20,972245	-2,601343E-2	01.01.2002  01:02:20,972247	-1,741307E-1
01.01.2002  01:02:20,972249	-1,892030E-2	01.01.2002  01:02:20,972251	-1,735504E-1
01.01.2002  01:02:20,972253	-1,563166E-2	01.01.2002  01:02:20,972255	-1,728733E-1
01.01.2002  01:02:20,972257	-1,169820E-2	01.01.2002  01:02:20,972259	-1,722607E-1
01.01.2002  01:02:20,972261	-6,378352E-3	01.01.2002  01:02:20,972263	-1,715837E-1
01.01.2002  01:02:20,972265	-2,573854E-3	01.01.2002  01:02:20,972267	-1,708421E-1
01.01.2002  01:02:20,972269	3,165135E-3	01.01.2002  01:02:20,972271	-1,701006E-1
01.01.2002  01:02:20,972273	7,324290E-3	01.01.2002  01:02:20,972275	-1,693913E-1
01.01.2002  01:02:20,972277	1,219276E-2	01.01.2002  01:02:20,972279	-1,687142E-1
01.01.2002  01:02:20,972281	1,902796E-2	01.01.2002  01:02:20,972283	-1,679404E-1
01.01.2002  01:02:20,972285	2,076900E-2	01.01.2002  01:02:20,972287	-1,671666E-1
01.01.2002  01:02:20,972289	2,757196E-2	01.01.2002  01:02:20,972291	-1,663928E-1
01.01.2002  01:02:20,972293	3,108629E-2	01.01.2002  01:02:20,972295	-1,655223E-1
01.01.2002  01:02:20,972297	3,547114E-2	01.01.2002  01:02:20,972299	-1,647485E-1
01.01.2002  01:02:20,972301	4,079099E-2	01.01.2002  01:02:20,972303	-1,638780E-1
01.01.2002  01:02:20,972305	4,791637E-2	01.01.2002  01:02:20,972307	-1,630719E-1
01.01.2002  01:02:20,972309	5,010880E-2	01.01.2002  01:02:20,972311	-1,622659E-1
01.01.2002  01:02:20,972313	5,720194E-2	01.01.2002  01:02:20,972315	-1,613309E-1
01.01.2002  01:02:20,972317	6,023264E-2	01.01.2002  01:02:20,972319	-1,604281E-1
01.01.2002  01:02:20,972321	6,439180E-2	01.01.2002  01:02:20,972323	-1,594609E-1
01.01.2002  01:02:20,972325	6,906683E-2	01.01.2002  01:02:20,972327	-1,585904E-1
01.01.2002  01:02:20,972329	7,390306E-2	01.01.2002  01:02:20,972331	-1,576231E-1
01.01.2002  01:02:20,972333	7,744963E-2	01.01.2002  01:02:20,972335	-1,567204E-1
