waveform	[0]		[1]	
t0	01.01.2002  01:05:28,450828		01.01.2002  01:05:28,450829	
delta t	2,000000E-6		2,000000E-6	

time[0]	Y[0]	time[1]	Y[1]
01.01.2002  01:05:28,450828	-1,313691E-1	01.01.2002  01:05:28,450829	3,397835E-2
01.01.2002  01:05:28,450830	-1,415243E-1	01.01.2002  01:05:28,450831	3,362387E-2
01.01.2002  01:05:28,450832	-1,500677E-1	01.01.2002  01:05:28,450833	3,323716E-2
01.01.2002  01:05:28,450834	-1,569990E-1	01.01.2002  01:05:28,450835	3,288268E-2
01.01.2002  01:05:28,450836	-1,674767E-1	01.01.2002  01:05:28,450837	3,241541E-2
01.01.2002  01:05:28,450838	-1,785991E-1	01.01.2002  01:05:28,450839	3,199647E-2
01.01.2002  01:05:28,450840	-1,856917E-1	01.01.2002  01:05:28,450841	3,156143E-2
01.01.2002  01:05:28,450842	-1,945574E-1	01.01.2002  01:05:28,450843	3,104581E-2
01.01.2002  01:05:28,450844	-2,034231E-1	01.01.2002  01:05:28,450845	3,056243E-2
01.01.2002  01:05:28,450846	-2,118052E-1	01.01.2002  01:05:28,450847	3,006293E-2
01.01.2002  01:05:28,450848	-2,195426E-1	01.01.2002  01:05:28,450849	2,949898E-2
01.01.2002  01:05:28,450850	-2,296979E-1	01.01.2002  01:05:28,450851	2,903171E-2
01.01.2002  01:05:28,450852	-2,387248E-1	01.01.2002  01:05:28,450853	2,846776E-2
01.01.2002  01:05:28,450854	-2,463009E-1	01.01.2002  01:05:28,450855	2,793604E-2
01.01.2002  01:05:28,450856	-2,543607E-1	01.01.2002  01:05:28,450857	2,738820E-2
01.01.2002  01:05:28,450858	-2,609696E-1	01.01.2002  01:05:28,450859	2,671146E-2
01.01.2002  01:05:28,450860	-2,696742E-1	01.01.2002  01:05:28,450861	2,613140E-2
01.01.2002  01:05:28,450862	-2,775727E-1	01.01.2002  01:05:28,450863	2,548688E-2
01.01.2002  01:05:28,450864	-2,862772E-1	01.01.2002  01:05:28,450865	2,485848E-2
01.01.2002  01:05:28,450866	-2,919190E-1	01.01.2002  01:05:28,450867	2,416563E-2
01.01.2002  01:05:28,450868	-3,017519E-1	01.01.2002  01:05:28,450869	2,347278E-2
01.01.2002  01:05:28,450870	-3,078773E-1	01.01.2002  01:05:28,450871	2,281215E-2
01.01.2002  01:05:28,450872	-3,160982E-1	01.01.2002  01:05:28,450873	2,213541E-2
01.01.2002  01:05:28,450874	-3,222236E-1	01.01.2002  01:05:28,450875	2,141033E-2
01.01.2002  01:05:28,450876	-3,294774E-1	01.01.2002  01:05:28,450877	2,068526E-2
01.01.2002  01:05:28,450878	-3,359252E-1	01.01.2002  01:05:28,450879	1,997629E-2
01.01.2002  01:05:28,450880	-3,454357E-1	01.01.2002  01:05:28,450881	1,921899E-2
01.01.2002  01:05:28,450882	-3,507551E-1	01.01.2002  01:05:28,450883	1,842946E-2
01.01.2002  01:05:28,450884	-3,554298E-1	01.01.2002  01:05:28,450885	1,768827E-2
01.01.2002  01:05:28,450886	-3,639731E-1	01.01.2002  01:05:28,450887	1,683429E-2
01.01.2002  01:05:28,450888	-3,694537E-1	01.01.2002  01:05:28,450889	1,604476E-2
01.01.2002  01:05:28,450890	-3,744507E-1	01.01.2002  01:05:28,450891	1,527134E-2
01.01.2002  01:05:28,450892	-3,805761E-1	01.01.2002  01:05:28,450893	1,443348E-2
01.01.2002  01:05:28,450894	-3,871851E-1	01.01.2002  01:05:28,450895	1,361172E-2
01.01.2002  01:05:28,450896	-3,907314E-1	01.01.2002  01:05:28,450897	1,278997E-2
01.01.2002  01:05:28,450898	-3,991135E-1	01.01.2002  01:05:28,450899	1,193599E-2
01.01.2002  01:05:28,450900	-4,037882E-1	01.01.2002  01:05:28,450901	1,114646E-2
01.01.2002  01:05:28,450902	-4,095912E-1	01.01.2002  01:05:28,450903	1,024414E-2
01.01.2002  01:05:28,450904	-4,137822E-1	01.01.2002  01:05:28,450905	9,309596E-3
01.01.2002  01:05:28,450906	-4,187793E-1	01.01.2002  01:05:28,450907	8,471728E-3
01.01.2002  01:05:28,450908	-4,228091E-1	01.01.2002  01:05:28,450909	7,601636E-3
01.01.2002  01:05:28,450910	-4,290957E-1	01.01.2002  01:05:28,450911	6,699317E-3
01.01.2002  01:05:28,450912	-4,324808E-1	01.01.2002  01:05:28,450913	5,780886E-3
01.01.2002  01:05:28,450914	-4,373167E-1	01.01.2002  01:05:28,450915	4,894680E-3
01.01.2002  01:05:28,450916	-4,395734E-1	01.01.2002  01:05:28,450917	3,960136E-3
01.01.2002  01:05:28,450918	-4,460212E-1	01.01.2002  01:05:28,450919	3,041705E-3
01.01.2002  01:05:28,450920	-4,490839E-1	01.01.2002  01:05:28,450921	2,155499E-3
01.01.2002  01:05:28,450922	-4,513406E-1	01.01.2002  01:05:28,450923	1,172617E-3
01.01.2002  01:05:28,450924	-4,534361E-1	01.01.2002  01:05:28,450925	2,541859E-4
01.01.2002  01:05:28,450926	-4,561764E-1	01.01.2002  01:05:28,450927	-7,448093E-4
01.01.2002  01:05:28,450928	-4,624630E-1	01.01.2002  01:05:28,450929	-1,663240E-3
01.01.2002  01:05:28,450930	-4,637526E-1	01.01.2002  01:05:28,450931	-2,549446E-3
01.01.2002  01:05:28,450932	-4,661705E-1	01.01.2002  01:05:28,450933	-3,548441E-3
01.01.2002  01:05:28,450934	-4,692332E-1	01.01.2002  01:05:28,450935	-4,515210E-3
