waveform	[0]		[1]	
t0	01.01.2002  01:18:25,932297		01.01.2002  01:18:25,932298	
delta t	2,000000E-6		2,000000E-6	

time[0]	Y[0]	time[1]	Y[1]
01.01.2002  01:18:25,932297	-2,741876E-1	01.01.2002  01:18:25,932298	-3,140750E-2
01.01.2002  01:18:25,932299	-2,574234E-1	01.01.2002  01:18:25,932300	-3,181032E-2
01.01.2002  01:18:25,932301	-2,424323E-1	01.01.2002  01:18:25,932302	-3,224537E-2
01.01.2002  01:18:25,932303	-2,255068E-1	01.01.2002  01:18:25,932304	-3,268041E-2
01.01.2002  01:18:25,932305	-2,109993E-1	01.01.2002  01:18:25,932306	-3,301878E-2
01.01.2002  01:18:25,932307	-1,971365E-1	01.01.2002  01:18:25,932308	-3,332493E-2
01.01.2002  01:18:25,932309	-1,790827E-1	01.01.2002  01:18:25,932310	-3,364718E-2
01.01.2002  01:18:25,932311	-1,615125E-1	01.01.2002  01:18:25,932312	-3,384054E-2
01.01.2002  01:18:25,932313	-1,457154E-1	01.01.2002  01:18:25,932314	-3,409834E-2
01.01.2002  01:18:25,932315	-1,278228E-1	01.01.2002  01:18:25,932316	-3,432392E-2
01.01.2002  01:18:25,932317	-1,118645E-1	01.01.2002  01:18:25,932318	-3,443671E-2
01.01.2002  01:18:25,932319	-9,300469E-2	01.01.2002  01:18:25,932320	-3,454950E-2
01.01.2002  01:18:25,932321	-7,527326E-2	01.01.2002  01:18:25,932322	-3,469452E-2
01.01.2002  01:18:25,932323	-5,818661E-2	01.01.2002  01:18:25,932324	-3,464618E-2
01.01.2002  01:18:25,932325	-3,997159E-2	01.01.2002  01:18:25,932326	-3,472674E-2
01.01.2002  01:18:25,932327	-2,288494E-2	01.01.2002  01:18:25,932328	-3,461395E-2
01.01.2002  01:18:25,932329	-6,120674E-3	01.01.2002  01:18:25,932330	-3,458173E-2
01.01.2002  01:18:25,932331	1,435107E-2	01.01.2002  01:18:25,932332	-3,442060E-2
01.01.2002  01:18:25,932333	2,950339E-2	01.01.2002  01:18:25,932334	-3,429170E-2
01.01.2002  01:18:25,932335	4,594527E-2	01.01.2002  01:18:25,932336	-3,414668E-2
01.01.2002  01:18:25,932337	6,367671E-2	01.01.2002  01:18:25,932338	-3,392110E-2
01.01.2002  01:18:25,932339	8,189173E-2	01.01.2002  01:18:25,932340	-3,372775E-2
01.01.2002  01:18:25,932341	9,897839E-2	01.01.2002  01:18:25,932342	-3,343772E-2
01.01.2002  01:18:25,932343	1,178382E-1	01.01.2002  01:18:25,932344	-3,311546E-2
01.01.2002  01:18:25,932345	1,336353E-1	01.01.2002  01:18:25,932346	-3,276098E-2
01.01.2002  01:18:25,932347	1,512056E-1	01.01.2002  01:18:25,932348	-3,237427E-2
01.01.2002  01:18:25,932349	1,690982E-1	01.01.2002  01:18:25,932350	-3,198756E-2
01.01.2002  01:18:25,932351	1,826386E-1	01.01.2002  01:18:25,932352	-3,150418E-2
01.01.2002  01:18:25,932353	1,992417E-1	01.01.2002  01:18:25,932354	-3,103691E-2
01.01.2002  01:18:25,932355	2,174567E-1	01.01.2002  01:18:25,932356	-3,052130E-2
01.01.2002  01:18:25,932357	2,318030E-1	01.01.2002  01:18:25,932358	-2,995735E-2
01.01.2002  01:18:25,932359	2,446986E-1	01.01.2002  01:18:25,932360	-2,940951E-2
01.01.2002  01:18:25,932361	2,617853E-1	01.01.2002  01:18:25,932362	-2,876500E-2
01.01.2002  01:18:25,932363	2,751645E-1	01.01.2002  01:18:25,932364	-2,818494E-2
01.01.2002  01:18:25,932365	2,899944E-1	01.01.2002  01:18:25,932366	-2,749209E-2
01.01.2002  01:18:25,932367	3,024065E-1	01.01.2002  01:18:25,932368	-2,679924E-2
01.01.2002  01:18:25,932369	3,173976E-1	01.01.2002  01:18:25,932370	-2,605805E-2
01.01.2002  01:18:25,932371	3,270693E-1	01.01.2002  01:18:25,932372	-2,534908E-2
01.01.2002  01:18:25,932373	3,417381E-1	01.01.2002  01:18:25,932374	-2,462401E-2
01.01.2002  01:18:25,932375	3,539889E-1	01.01.2002  01:18:25,932376	-2,386671E-2
