waveform	[0]		[1]	
t0	01.01.2002  01:05:51,739160		01.01.2002  01:05:51,739161	
delta t	2,000000E-6		2,000000E-6	

time[0]	Y[0]	time[1]	Y[1]
01.01.2002  01:05:51,739160	-3,206117E-1	01.01.2002  01:05:51,739161	1,883228E-2
01.01.2002  01:05:51,739162	-3,270595E-1	01.01.2002  01:05:51,739163	1,812332E-2
01.01.2002  01:05:51,739164	-3,370536E-1	01.01.2002  01:05:51,739165	1,739824E-2
01.01.2002  01:05:51,739166	-3,441461E-1	01.01.2002  01:05:51,739167	1,665705E-2
01.01.2002  01:05:51,739168	-3,520447E-1	01.01.2002  01:05:51,739169	1,591586E-2
01.01.2002  01:05:51,739170	-3,578477E-1	01.01.2002  01:05:51,739171	1,514244E-2
01.01.2002  01:05:51,739172	-3,644567E-1	01.01.2002  01:05:51,739173	1,436903E-2
01.01.2002  01:05:51,739174	-3,720328E-1	01.01.2002  01:05:51,739175	1,357950E-2
01.01.2002  01:05:51,739176	-3,792866E-1	01.01.2002  01:05:51,739177	1,278997E-2
01.01.2002  01:05:51,739178	-3,855732E-1	01.01.2002  01:05:51,739179	1,198433E-2
01.01.2002  01:05:51,739180	-3,912150E-1	01.01.2002  01:05:51,739181	1,109812E-2
01.01.2002  01:05:51,739182	-3,983075E-1	01.01.2002  01:05:51,739183	1,022803E-2
01.01.2002  01:05:51,739184	-4,034658E-1	01.01.2002  01:05:51,739185	9,422385E-3
01.01.2002  01:05:51,739186	-4,086240E-1	01.01.2002  01:05:51,739187	8,584518E-3
01.01.2002  01:05:51,739188	-4,128151E-1	01.01.2002  01:05:51,739189	7,666087E-3
01.01.2002  01:05:51,739190	-4,192629E-1	01.01.2002  01:05:51,739191	6,828220E-3
01.01.2002  01:05:51,739192	-4,245823E-1	01.01.2002  01:05:51,739193	5,829224E-3
01.01.2002  01:05:51,739194	-4,300629E-1	01.01.2002  01:05:51,739195	5,007470E-3
01.01.2002  01:05:51,739196	-4,348987E-1	01.01.2002  01:05:51,739197	4,121264E-3
01.01.2002  01:05:51,739198	-4,407017E-1	01.01.2002  01:05:51,739199	3,235059E-3
01.01.2002  01:05:51,739200	-4,453764E-1	01.01.2002  01:05:51,739201	2,316628E-3
01.01.2002  01:05:51,739202	-4,474719E-1	01.01.2002  01:05:51,739203	1,349858E-3
01.01.2002  01:05:51,739204	-4,523078E-1	01.01.2002  01:05:51,739205	4,475398E-4
01.01.2002  01:05:51,739206	-4,560152E-1	01.01.2002  01:05:51,739207	-5,031169E-4
01.01.2002  01:05:51,739208	-4,584332E-1	01.01.2002  01:05:51,739209	-1,453774E-3
01.01.2002  01:05:51,739210	-4,610123E-1	01.01.2002  01:05:51,739211	-2,404430E-3
01.01.2002  01:05:51,739212	-4,643974E-1	01.01.2002  01:05:51,739213	-3,355087E-3
01.01.2002  01:05:51,739214	-4,682660E-1	01.01.2002  01:05:51,739215	-4,273518E-3
01.01.2002  01:05:51,739216	-4,687496E-1	01.01.2002  01:05:51,739217	-5,272513E-3
01.01.2002  01:05:51,739218	-4,735855E-1	01.01.2002  01:05:51,739219	-6,239282E-3
01.01.2002  01:05:51,739220	-4,732631E-1	01.01.2002  01:05:51,739221	-7,206052E-3
01.01.2002  01:05:51,739222	-4,734243E-1	01.01.2002  01:05:51,739223	-8,156708E-3
01.01.2002  01:05:51,739224	-4,797109E-1	01.01.2002  01:05:51,739225	-9,155703E-3
01.01.2002  01:05:51,739226	-4,780989E-1	01.01.2002  01:05:51,739227	-1,007413E-2
01.01.2002  01:05:51,739228	-4,787437E-1	01.01.2002  01:05:51,739229	-1,108924E-2
01.01.2002  01:05:51,739230	-4,806780E-1	01.01.2002  01:05:51,739231	-1,200767E-2
01.01.2002  01:05:51,739232	-4,832571E-1	01.01.2002  01:05:51,739233	-1,294222E-2
01.01.2002  01:05:51,739234	-4,818064E-1	01.01.2002  01:05:51,739235	-1,392510E-2
01.01.2002  01:05:51,739236	-4,821288E-1	01.01.2002  01:05:51,739237	-1,485964E-2
01.01.2002  01:05:51,739238	-4,808392E-1	01.01.2002  01:05:51,739239	-1,582641E-2
01.01.2002  01:05:51,739240	-4,808392E-1	01.01.2002  01:05:51,739241	-1,685763E-2
01.01.2002  01:05:51,739242	-4,785825E-1	01.01.2002  01:05:51,739243	-1,769550E-2
01.01.2002  01:05:51,739244	-4,795497E-1	01.01.2002  01:05:51,739245	-1,869449E-2
