waveform	[0]		[1]	
t0	01.01.2002  01:03:39,380590		01.01.2002  01:03:39,380592	
delta t	4,000000E-6		4,000000E-6	

time[0]	Y[0]	time[1]	Y[1]
01.01.2002  01:03:39,380590	-8,366120E-2	01.01.2002  01:03:39,380592	-7,163513E-2
01.01.2002  01:03:39,380594	-6,889460E-2	01.01.2002  01:03:39,380596	-7,166737E-2
01.01.2002  01:03:39,380598	-5,580456E-2	01.01.2002  01:03:39,380600	-7,157065E-2
01.01.2002  01:03:39,380602	-4,348831E-2	01.01.2002  01:03:39,380604	-7,150616E-2
01.01.2002  01:03:39,380606	-2,727084E-2	01.01.2002  01:03:39,380608	-7,128047E-2
01.01.2002  01:03:39,380610	-1,395511E-2	01.01.2002  01:03:39,380612	-7,102254E-2
01.01.2002  01:03:39,380614	1,989159E-4	01.01.2002  01:03:39,380616	-7,070013E-2
01.01.2002  01:03:39,380618	1,438518E-2	01.01.2002  01:03:39,380620	-7,034547E-2
01.01.2002  01:03:39,380622	2,586316E-2	01.01.2002  01:03:39,380624	-6,992633E-2
01.01.2002  01:03:39,380626	4,417635E-2	01.01.2002  01:03:39,380628	-6,953943E-2
01.01.2002  01:03:39,380630	5,662159E-2	01.01.2002  01:03:39,380632	-6,902357E-2
01.01.2002  01:03:39,380634	7,277460E-2	01.01.2002  01:03:39,380636	-6,841098E-2
01.01.2002  01:03:39,380638	8,660623E-2	01.01.2002  01:03:39,380640	-6,776615E-2
01.01.2002  01:03:39,380642	9,988976E-2	01.01.2002  01:03:39,380644	-6,702460E-2
01.01.2002  01:03:39,380646	1,124317E-1	01.01.2002  01:03:39,380648	-6,634753E-2
01.01.2002  01:03:39,380650	1,257798E-1	01.01.2002  01:03:39,380652	-6,554149E-2
01.01.2002  01:03:39,380654	1,413525E-1	01.01.2002  01:03:39,380656	-6,467097E-2
01.01.2002  01:03:39,380658	1,531529E-1	01.01.2002  01:03:39,380660	-6,383269E-2
01.01.2002  01:03:39,380662	1,665654E-1	01.01.2002  01:03:39,380664	-6,280096E-2
01.01.2002  01:03:39,380666	1,803326E-1	01.01.2002  01:03:39,380668	-6,183372E-2
01.01.2002  01:03:39,380670	1,937129E-1	01.01.2002  01:03:39,380672	-6,083423E-2
01.01.2002  01:03:39,380674	2,052876E-1	01.01.2002  01:03:39,380676	-5,973802E-2
01.01.2002  01:03:39,380678	2,197642E-1	01.01.2002  01:03:39,380680	-5,864181E-2
01.01.2002  01:03:39,380682	2,301460E-1	01.01.2002  01:03:39,380684	-5,741664E-2
01.01.2002  01:03:39,380686	2,433651E-1	01.01.2002  01:03:39,380688	-5,622370E-2
01.01.2002  01:03:39,380690	2,551011E-1	01.01.2002  01:03:39,380692	-5,496628E-2
01.01.2002  01:03:39,380694	2,671917E-1	01.01.2002  01:03:39,380696	-5,367662E-2
01.01.2002  01:03:39,380698	2,789277E-1	01.01.2002  01:03:39,380700	-5,225800E-2
01.01.2002  01:03:39,380702	2,899544E-1	01.01.2002  01:03:39,380704	-5,090386E-2
01.01.2002  01:03:39,380706	3,001428E-1	01.01.2002  01:03:39,380708	-4,948523E-2
01.01.2002  01:03:39,380710	3,109438E-1	01.01.2002  01:03:39,380712	-4,803436E-2
01.01.2002  01:03:39,380714	3,219383E-1	01.01.2002  01:03:39,380716	-4,651901E-2
01.01.2002  01:03:39,380718	3,315464E-1	01.01.2002  01:03:39,380720	-4,497142E-2
01.01.2002  01:03:39,380722	3,403484E-1	01.01.2002  01:03:39,380724	-4,342383E-2
01.01.2002  01:03:39,380726	3,502789E-1	01.01.2002  01:03:39,380728	-4,181176E-2
01.01.2002  01:03:39,380730	3,594678E-1	01.01.2002  01:03:39,380732	-4,010296E-2
01.01.2002  01:03:39,380734	3,697207E-1	01.01.2002  01:03:39,380736	-3,852313E-2
01.01.2002  01:03:39,380738	3,757177E-1	01.01.2002  01:03:39,380740	-3,681433E-2
01.01.2002  01:03:39,380742	3,859062E-1	01.01.2002  01:03:39,380744	-3,517001E-2
01.01.2002  01:03:39,380746	3,935798E-1	01.01.2002  01:03:39,380748	-3,342897E-2
