waveform	[0]		[1]	
t0	01.01.2002  01:06:44,900201		01.01.2002  01:06:44,900202	
delta t	2,000000E-6		2,000000E-6	

time[0]	Y[0]	time[1]	Y[1]
01.01.2002  01:06:44,900201	-2,875668E-1	01.01.2002  01:06:44,900202	-4,196139E-2
01.01.2002  01:06:44,900203	-2,806354E-1	01.01.2002  01:06:44,900204	-4,239644E-2
01.01.2002  01:06:44,900205	-2,685458E-1	01.01.2002  01:06:44,900206	-4,284760E-2
01.01.2002  01:06:44,900207	-2,593577E-1	01.01.2002  01:06:44,900208	-4,331487E-2
01.01.2002  01:06:44,900209	-2,516204E-1	01.01.2002  01:06:44,900210	-4,368546E-2
01.01.2002  01:06:44,900211	-2,367904E-1	01.01.2002  01:06:44,900212	-4,412051E-2
01.01.2002  01:06:44,900213	-2,293755E-1	01.01.2002  01:06:44,900214	-4,453944E-2
01.01.2002  01:06:44,900215	-2,180918E-1	01.01.2002  01:06:44,900216	-4,479725E-2
01.01.2002  01:06:44,900217	-2,055187E-1	01.01.2002  01:06:44,900218	-4,513562E-2
01.01.2002  01:06:44,900219	-1,974589E-1	01.01.2002  01:06:44,900220	-4,545787E-2
01.01.2002  01:06:44,900221	-1,852081E-1	01.01.2002  01:06:44,900222	-4,569956E-2
01.01.2002  01:06:44,900223	-1,734409E-1	01.01.2002  01:06:44,900224	-4,598959E-2
01.01.2002  01:06:44,900225	-1,632856E-1	01.01.2002  01:06:44,900226	-4,619906E-2
01.01.2002  01:06:44,900227	-1,518408E-1	01.01.2002  01:06:44,900228	-4,640853E-2
01.01.2002  01:06:44,900229	-1,400736E-1	01.01.2002  01:06:44,900230	-4,666633E-2
01.01.2002  01:06:44,900231	-1,294347E-1	01.01.2002  01:06:44,900232	-4,682746E-2
01.01.2002  01:06:44,900233	-1,178287E-1	01.01.2002  01:06:44,900234	-4,697248E-2
01.01.2002  01:06:44,900235	-1,065451E-1	01.01.2002  01:06:44,900236	-4,710138E-2
01.01.2002  01:06:44,900237	-9,558381E-2	01.01.2002  01:06:44,900238	-4,713360E-2
01.01.2002  01:06:44,900239	-8,220464E-2	01.01.2002  01:06:44,900240	-4,723028E-2
01.01.2002  01:06:44,900241	-7,108220E-2	01.01.2002  01:06:44,900242	-4,723028E-2
01.01.2002  01:06:44,900243	-5,995975E-2	01.01.2002  01:06:44,900244	-4,729473E-2
01.01.2002  01:06:44,900245	-4,706417E-2	01.01.2002  01:06:44,900246	-4,724639E-2
01.01.2002  01:06:44,900247	-3,626411E-2	01.01.2002  01:06:44,900248	-4,724639E-2
01.01.2002  01:06:44,900249	-2,385211E-2	01.01.2002  01:06:44,900250	-4,718194E-2
01.01.2002  01:06:44,900251	-1,256847E-2	01.01.2002  01:06:44,900252	-4,708527E-2
01.01.2002  01:06:44,900253	4,730917E-6	01.01.2002  01:06:44,900254	-4,698859E-2
01.01.2002  01:06:44,900255	1,290032E-2	01.01.2002  01:06:44,900256	-4,684357E-2
01.01.2002  01:06:44,900257	2,257201E-2	01.01.2002  01:06:44,900258	-4,671467E-2
01.01.2002  01:06:44,900259	3,433924E-2	01.01.2002  01:06:44,900260	-4,653743E-2
01.01.2002  01:06:44,900261	4,675125E-2	01.01.2002  01:06:44,900262	-4,634408E-2
01.01.2002  01:06:44,900263	5,948564E-2	01.01.2002  01:06:44,900264	-4,618295E-2
01.01.2002  01:06:44,900265	6,883495E-2	01.01.2002  01:06:44,900266	-4,590903E-2
01.01.2002  01:06:44,900267	7,979620E-2	01.01.2002  01:06:44,900268	-4,563511E-2
01.01.2002  01:06:44,900269	9,301418E-2	01.01.2002  01:06:44,900270	-4,534508E-2
01.01.2002  01:06:44,900271	1,041366E-1	01.01.2002  01:06:44,900272	-4,502283E-2
01.01.2002  01:06:44,900273	1,163874E-1	01.01.2002  01:06:44,900274	-4,471668E-2
01.01.2002  01:06:44,900275	1,286383E-1	01.01.2002  01:06:44,900276	-4,434609E-2
01.01.2002  01:06:44,900277	1,395995E-1	01.01.2002  01:06:44,900278	-4,392716E-2
01.01.2002  01:06:44,900279	1,505608E-1	01.01.2002  01:06:44,900280	-4,357267E-2
01.01.2002  01:06:44,900281	1,608773E-1	01.01.2002  01:06:44,900282	-4,313763E-2
01.01.2002  01:06:44,900283	1,736117E-1	01.01.2002  01:06:44,900284	-4,268647E-2
01.01.2002  01:06:44,900285	1,819938E-1	01.01.2002  01:06:44,900286	-4,221920E-2
